"Abbr","Beer_Name","Beer_ID","ABV","IBU","Brewery_id","Style","Ounces","Brewery_Name","City","State","state_name","lat","lng"
"CA","Saison Pamplemousse",1960,0.058,35,241,"Saison / Farmhouse Ale",12,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Black House",1493,0.058,40,210,"American Stout",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Yonder Bock",1919,0.06,0,84,"Maibock / Helles Bock",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Sierra Nevada Pale Ale",1905,0.056,37,84,"American Pale Ale (APA)",16,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Habitus (2014)",2668,0.08,100,4,"American Double / Imperial IPA",16,"Mike Hess Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Golden Trout Pilsner",74,0.042,0,535,"German Pilsener",12,"Mammoth Brewing Company","Mammoth Lakes","california","California",37.6273,-118.99
"CA","Hell or High Watermelon Wheat",9,0.049,17,369,"Fruit / Vegetable Beer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Brew Free! or Die IPA",10,0.07,65,369,"American IPA",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","the Kimmie, the Yink and the Holy Gose",1738,0.048,0,172,"Gose",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Summer Solstice",1350,0.056,4,172,"Cream Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Easy Jack",2569,0.045,47,49,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles","california",NA,NA,NA
"CA","Point the Way IPA (2012)",549,0.059,60,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Sprocket Blonde Ale (2006)",1735,0.05,0,334,"American Blonde Ale",12,"David's Ale Works","Diamond Springs","california","California",38.692,-120.8391
"CA","1881 California Red",1479,0.056,35,398,"American Amber / Red Ale",12,"Ruhstaller Beer Company","Sacramento","california","California",38.5677,-121.4685
"CA","Boont Amber Ale (2010)",811,0.058,15,172,"American Amber / Red Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Hop Crisis",432,0.097,94,369,"American Double / Imperial IPA",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Bitter American (2011)",353,0.044,42,369,"American Pale Ale (APA)",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Old Chico Crystal Wheat",1338,0.048,26,84,"American Pale Wheat Ale",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Summerfest",1295,0.05,28,84,"Czech Pilsener",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Torpedo",426,0.072,65,84,"American IPA",16,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Manzanita Pale Ale",1670,0.066,44,347,"American Pale Ale (APA)",12,"Manzanita Brewing Company","Santee","california","California",32.8554,-116.9851
"CA","Manzanita IPA",1673,0.08,88,347,"American IPA",12,"Manzanita Brewing Company","Santee","california","California",32.8554,-116.9851
"CA","Fall Hornin'",1563,0.06,0,172,"Pumpkin Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Hop Ottin' IPA",1327,0.07,80,172,"American IPA",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Union Jack",2463,0.075,75,49,"American IPA",12,"Firestone Walker Brewing Company","Paso Robles","california",NA,NA,NA
"CA","Mo's Gose",1172,0.052,10,462,"Gose",16,"Armstrong Brewing Company","South San Francisco","california","California",37.6538,-122.4196
"CA","805",1733,0.047,20,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles","california",NA,NA,NA
"CA","Bacon Brown Ale",543,0.068,0,523,"American Brown Ale",16,"Uncommon Brewers","Santa Cruz","california","California",36.9789,-122.0346
"CA","Baby Daddy Session IPA",2486,0.047,35,79,"American IPA",12,"Speakasy Ales & Lagers","San Francisco","california","California",37.7558,-122.4449
"CA","He Said Baltic-Style Porter",1593,0.082,0,369,"Baltic Porter",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Fireside Chat (2010)",321,0.079,45,369,"Winter Warmer",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","CAPT Black IPA",883,0.073,55,398,"American Black Ale",16,"Ruhstaller Beer Company","Sacramento","california","California",38.5677,-121.4685
"CA","CAPT Black IPA",1478,0.073,55,398,"American Black Ale",12,"Ruhstaller Beer Company","Sacramento","california","California",38.5677,-121.4685
"CA","Keebarlin' Pale Ale",1818,0.042,0,172,"American Pale Ale (APA)",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Sculpin IPA",1018,0.07,70,35,"American IPA",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Heal the Bay IPA",1399,0.068,65,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Get Up Offa That Brown",991,0.055,20,241,"American Brown Ale",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Boont Amber Ale",1326,0.058,15,172,"American Amber / Red Ale",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Golden State Ale",347,0.064,0,523,"Belgian Pale Ale",16,"Uncommon Brewers","Santa Cruz","california","California",36.9789,-122.0346
"CA","Back in the Saddle Rye Pale Ale",1047,0.037,53,449,"American Pale Ale (APA)",12,"Mavericks Beer Company","Half Moon Bay","california","California",37.4685,-122.4382
"CA","805 Blonde Ale",1957,0.047,0,49,"American Blonde Ale",12,"Firestone Walker Brewing Company","Paso Robles","california",NA,NA,NA
"CA","Special Edition: Allies Win The War!",531,0.085,52,369,"English Strong Ale",12,"21st Amendment Brewery","San Francisco","california","California",37.7558,-122.4449
"CA","Siamese twin",25,0.085,0,523,"Dubbel",16,"Uncommon Brewers","Santa Cruz","california","California",36.9789,-122.0346
"CA","Point the Way IPA",1490,0.059,60,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Blazing World",1492,0.065,115,210,"American Amber / Red Ale",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Pilsner Ukiah",98,0.055,0,556,"German Pilsener",12,"Ukiah Brewing Company","Ukiah","california","California",39.1464,-123.2105
"CA","Burning Bush Smoked IPA",750,0.08,70,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Wolf Among Weeds IPA (2012)",749,0.08,70,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","CANfusion Rye Bock",1918,0.06,0,84,"Rye Beer",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Gillespie Brown Ale",1671,0.095,49,347,"American Brown Ale",12,"Manzanita Brewing Company","Santee","california","California",32.8554,-116.9851
"CA","Casinos IPA",1362,0.07,0,253,"English India Pale Ale (IPA)",16,"Santa Cruz Mountain Brewing","Santa Cruz","california","California",36.9789,-122.0346
"CA","2020 IPA",1777,0.074,74,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Pivo Pils",2462,0.053,0,49,"German Pilsener",12,"Firestone Walker Brewing Company","Paso Robles","california",NA,NA,NA
"CA","Pace Setter Belgian Style Wit",1236,0.037,21,449,"Witbier",12,"Mavericks Beer Company","Half Moon Bay","california","California",37.4685,-122.4382
"CA","Ruhstaller's Gilt Edge Lager Beer",1370,0.048,42,398,"American Amber / Red Lager",12,"Ruhstaller Beer Company","Sacramento","california","California",38.5677,-121.4685
"CA","Chaotic Double IPA",1674,0.099,93,347,"American Double / Imperial IPA",12,"Manzanita Brewing Company","Santee","california","California",32.8554,-116.9851
"CA","Baltic Porter",346,0.078,0,523,"Baltic Porter",16,"Uncommon Brewers","Santa Cruz","california","California",36.9789,-122.0346
"CA","Cali Creamin'",2413,0.052,21,112,"Cream Ale",12,"Mother Earth Brew Company","Vista","california","California",33.1896,-117.2386
"CA","Grapefruit Sculpin",2593,0.07,0,35,"American IPA",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Barney Flats Oatmeal Stout",1520,0.057,13,172,"Oatmeal Stout",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Ballast Point Pale Ale",1401,0.052,23,35,"Kölsch",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Longfin Lager",1019,0.046,0,35,"Munich Helles Lager",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Dread Brown Ale",1683,0.054,0,253,"American Brown Ale",12,"Santa Cruz Mountain Brewing","Santa Cruz","california","California",36.9789,-122.0346
"CA","Pit Stop Chocolate Porter",1237,0.037,34,449,"American Porter",12,"Mavericks Beer Company","Half Moon Bay","california","California",37.4685,-122.4382
"CA","Might As Well IPL",2045,0.072,75,241,"American Pale Lager",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Torpedo",2239,0.072,65,84,"American IPA",12,"Sierra Nevada Brewing Company","Chico","california","California",39.7578,-121.8161
"CA","Better Weather IPA",1641,0.094,92,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Blood Orange Gose",2291,0.042,0,172,"Gose",12,"Anderson Valley Brewing Company","Boonville","california","California",39.0115,-123.374
"CA","Even Keel",2105,0.038,40,35,"American IPA",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Giant DIPA",2002,0.089,88,253,"American Double / Imperial IPA",16,"Santa Cruz Mountain Brewing","Santa Cruz","california","California",36.9789,-122.0346
"CA","Big Eye India Pale Ale",1400,0.07,75,35,"American IPA",12,"Ballast Point Brewing Company","San Diego","california","California",32.8313,-117.1222
"CA","Fortunate Islands",1494,0.047,46,210,"American Pale Wheat Ale",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Wolf Among Weeds IPA",1698,0.08,70,241,"American IPA",16,"Golden Road Brewing","Los Angeles","california","California",34.1141,-118.4068
"CA","Aurora ",2154,0.067,75,210,"American Amber / Red Ale",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Oneida",2156,0.052,50,210,"American Pale Ale (APA)",16,"Modern Times Beer","San Diego","california","California",32.8313,-117.1222
"CA","Riverwalk Blonde Ale",1672,0.06,25,347,"American Blonde Ale",12,"Manzanita Brewing Company","Santee","california","California",32.8554,-116.9851
"CO","South Ridge Amber Ale",1057,0.06,31,473,"American Amber / Red Ale",16,"Crystal Springs Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Old Chub (2008)",787,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","Third Eye Pale Ale",90,0.065,65,120,"American IPA",12,"Steamworks Brewing Company","Durango","colorado","Colorado",37.2659,-107.8781
"CO","Little Red Cap",2339,0.063,43,145,"Altbier",12,"Grimm Brothers Brewhouse","Loveland","colorado","Colorado",40.4166,-105.0623
"CO","Summertime Ale",681,0.052,23,473,"Kölsch",16,"Crystal Springs Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Old Chub (2003)",785,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","Ten Fidy Imperial Stout (2007)",803,0.099,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","Silverback Pale Ale",145,0.055,40,425,"American Pale Ale (APA)",12,"Wynkoop Brewing Company","Denver","colorado","Colorado",39.762,-104.8758
"CO","Upslope Pumpkin Ale",906,0.077,0,52,"Pumpkin Ale",16,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Upslope Christmas Ale",907,0.082,0,52,"Winter Warmer",16,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Steam Engine Lager",91,0.057,25,120,"American Amber / Red Lager",12,"Steamworks Brewing Company","Durango","colorado","Colorado",37.2659,-107.8781
"CO","Lil' Brainless Raspberries",2477,0.052,0,82,"Fruit / Vegetable Beer",12,"Epic Brewing","Denver","colorado","Colorado",39.762,-104.8758
"CO","Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Element 29",2008,0.052,0,82,"American Pale Ale (APA)",12,"Epic Brewing","Denver","colorado","Colorado",39.762,-104.8758
"CO","Upslope Imperial India Pale Ale",1315,0.099,90,52,"American Double / Imperial IPA",19.2,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Thai Style White IPA",1932,0.065,33,52,"American White IPA",12,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Escape to Colorado",2003,0.062,0,82,"American IPA",12,"Epic Brewing","Denver","colorado","Colorado",39.762,-104.8758
"CO","Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","SummerBright Ale",397,0.045,15,392,"American Pale Wheat Ale",12,"Breckenridge Brewery","Denver","colorado","Colorado",39.762,-104.8758
"CO","On-On Ale (2008)",735,0.052,0,514,"American Pale Ale (APA)",12,"Arctic Craft Brewery","Colorado Springs","colorado","Colorado",38.8674,-104.7605
"CO","Stout Ol' Friend (2012)",1075,0.064,0,387,"American Stout",16,"Revolution Brewing","Paonia","colorado","Colorado",38.8698,-107.592
"CO","Morning Wood Wheat (Current)",2360,0.059,14,136,"American Pale Wheat Ale",12,"Pug Ryan's Brewery","Dillon","colorado","Colorado",39.6213,-106.0393
"CO","Lucky U IPA",193,0.062,68,392,"American IPA",12,"Breckenridge Brewery","Denver","colorado","Colorado",39.762,-104.8758
"CO","Avalanche Ale",83,0.054,19,392,"American Amber / Red Ale",12,"Breckenridge Brewery","Denver","colorado","Colorado",39.762,-104.8758
"CO","Sunshine Nectar",1374,0.08,0,422,"Mead",16,"Redstone Meadery","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Perzik Saison",2546,0.064,0,38,"Saison / Farmhouse Ale",12,"Avery Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout",2562,0.099,51,52,"American Double / Imperial Stout",19.2,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Ten Fidy Imperial Stout (2008)",804,0.095,98,504,"Russian Imperial Stout",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","The Golden One",2295,0.063,21,169,"American Pilsner",12,"High Hops Brewery","Windsor","colorado","Colorado",40.469,-104.9198
"CO","Blood Orange Saison",2560,0.06,0,52,"Saison / Farmhouse Ale",12,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Gordon (2005)",805,0.092,85,504,"American Double / Imperial IPA",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","Ryeteous Rye IPA (2012)",636,0.07,100,111,"American IPA",16,"Renegade Brewing Company","Denver","colorado","Colorado",39.762,-104.8758
"CO","Old Chub (2004)",786,0.08,35,504,"Scottish Ale",12,"Oskar Blues Brewery","Lyons","colorado","Colorado",40.223,-105.2692
"CO","Dead Eye Dunkel",1462,0.06,15,136,"Munich Dunkel Lager",12,"Pug Ryan's Brewery","Dillon","colorado","Colorado",39.6213,-106.0393
"CO","Peacemaker Pilsner",1461,0.058,21,136,"Czech Pilsener",12,"Pug Ryan's Brewery","Dillon","colorado","Colorado",39.6213,-106.0393
"CO","Stout Ol' Friend",1538,0.064,0,387,"American Stout",16,"Revolution Brewing","Paonia","colorado","Colorado",38.8698,-107.592
"CO","Farmer Wirtz India Pale Ale",1549,0.07,94,108,"English India Pale Ale (IPA)",16,"Bonfire Brewing Company","Eagle","colorado","Colorado",39.6366,-106.8125
"CO","Miner's Gold",709,0.05,0,387,"American Blonde Ale",16,"Revolution Brewing","Paonia","colorado","Colorado",38.8698,-107.592
"CO","Vienna Lager",708,0.046,0,387,"Vienna Lager",16,"Revolution Brewing","Paonia","colorado","Colorado",38.8698,-107.592
"CO","Black Raspberry Nectar",1373,0.08,0,422,"Mead",16,"Redstone Meadery","Boulder","colorado","Colorado",40.0248,-105.2524
"CO","Hop Syndrome",2004,0.05,0,82,"American Pale Lager",12,"Epic Brewing","Denver","colorado","Colorado",39.762,-104.8758
"CO","Lee Hill Series Vol. 1 - Barrel Aged Brown Ale",2561,0.076,0,52,"American Brown Ale",19.2,"Upslope Brewing Company","Boulder","colorado","Colorado",40.0248,-105.2524
